hotel_name,nationality,rating,review_title,review_neg,review_pos
Novotel Gent Centrum,Belgium,7.0,brilliant location great breakfast,room need shower room basic nice big family room twin bed old child duvet thin blanket,fantastic location car park
B&B Place Jourdan,Slovenia,7.9,Good cool area,room dusty feel clean sunny day arrive sit bed cloud dust go stair floor narrow steep fine bit inconvenient carry suitcase,like location close Jourdan cool bar place eat close EU district great travel work owner nice kind breakfast great offer speical way comfy bed
AppartHotel Belle Vue,Romania,10.0,great choice stay near Mons,,excellent breakfast nice confy room
Minimalistic In Premium Location,Spain,10.0,exceptional,,
Marivaux Hotel,United Kingdom,8.0,good,pillow big,big bed
Hotel Astoria Gent,Singapore,10.0,exceptional,WiFi connection weak connect near corridor,hotel train track hardly hear train good soundproofing surprised provide complimentary bottle drink day Coke lemonade beer water friendly helpful staff Best hotel stay trip
Guest house Heysel Laeken Atomium,Mexico,9.6,fine locate,wifi signal weak reach uppet level room,location great room huge clean iluminate
Hotel Saint Sauveur by WP Hotels,Luxembourg,9.6,exceptional,parking space,
Novotel Gent Centrum,Netherlands,9.0,superb,,perfect location Ghent city centre walk distance event Breakfast good room great
B&B Place Jourdan,Ireland,10.0,pleasant quiet comfortable spot nice flourish recommend,,great premise helpful pleasant proprietor good location
AppartHotel Belle Vue,United Kingdom,4.6,disappointing,staff helpful,
Marivaux Hotel,United Kingdom,7.0,enjoyable stay hotel close city centre,room little storage space chest drawer minor repair work need bathroom toilet seat keep come loose,friendly helpful staff nice restaurant delicious food bar type beer imaginable
Hotel Astoria Gent,United Kingdom,9.6,exceptional,,friendly helpful staff exceptional breakfast outside new Low Émissions Zone easy site car friendly minute walk main station
Guest house Heysel Laeken Atomium,Spain,5.8,card payment unclear checking timing,timing adapt hour issue,need pay house directly thorugh Booking accept card payment schedule checkin tell come acceptable
Hotel Saint Sauveur by WP Hotels,Belgium,6.3,pleasant,Airco lot noice outside,
Novotel Gent Centrum,Germany,9.6,exceptional,,close City Center clean comfortable room like come
B&B Place Jourdan,United Kingdom,7.9,friendly convenient,small kettle tea room good stair ok difficult,excellent breakfast great location close EU building
AppartHotel Belle Vue,Poland,9.6,cosy hotel quiet town Walonia,problem hairdryer work fix stay,nice location clean tidy room friendly people run hotel restaurant downstairs serve delicious food service nice friendly
Marivaux Hotel,Croatia,8.0,good,smell bathroom,
Hotel Astoria Gent,France,10.0,delightful stay lovely city,room improvement,round good room decorate comfortable spotlessly clean bathroom particular immaculate little kettle tea coffee France especially pleased Gent hotel situated Art Museum city centre manageable half hour walk away car parking pay lot room size car finally northern european style breakfast excellent fantastic selection cheese sausage different kind bread viennoiserie tea delightful stay end soon
Guest house Heysel Laeken Atomium,Greece,5.4,passable,hotel like room big house use toilet heat room December cold rainy heat dry clothe,
Hotel Saint Sauveur by WP Hotels,Australia,8.3,good,,
Novotel Gent Centrum,Israel,8.8,great location,room bit little,love close lot restaurant attraction breakfast great lot option small area kid play
B&B Place Jourdan,Slovenia,10.0,exceptional,love thank,location room bathroom breakfast lovely atmosphere music perfect staff friendly definitely stay come Brussels
AppartHotel Belle Vue,Luxembourg,9.6,good hotel,,
Marivaux Hotel,Cyprus,9.2,superb,,clean close city centre good breakfast
Hotel Astoria Gent,United Kingdom,9.0,great recently renovate hotel,noisy refurbishment happen room worker start feel bit early give holiday breakfast option plentiful ask stuff time,recently refurbish room high standard staff friendly talk Ghent offer bike rental hotel breakfast option tasty
Guest house Heysel Laeken Atomium,India,3.8,avoid,lighting corridor dark bad location overall bad place stay value money,literally
Hotel Saint Sauveur by WP Hotels,Belgium,7.5,good,,
Novotel Gent Centrum,Portugal,8.0,good,select hotel mainly sauna work disappointing,location excellent great breakfast good variety
B&B Place Jourdan,France,9.5,pleasant stay heart Jourdan quarter spacious apartment need,suitable people mobility problem high floor perfect,space kitchen new spacious bathroom nice place guest
Pegasus Studioflats Brussels City Aparthotel,Czech Republic,9.0,superb,,functional location
Liège Center Sakura,United Kingdom,10.0,exceptional,,amazing location cute characterful bedroom Japanese style centrally locate brilliant stay highly recommend thank
Antwerp Harbour Hotel,Germany,8.0,holiday short low budget stay,overal cleaniness average bathroom general clean sink stain despite seemingly refurbish recently carpet dark stain bed window carpet tile easy remove wonder,
Cottage Moere,United Kingdom,10.0,owner Christine extremely helpful thoughtful bake belgian biscuit leave,,property superb respect location fantastic wonderfully rural close lovely town
Le Gîte Du Prieuré,Netherlands,9.0,strongly recommend,,Everuthing good friendly
Villa Anna,Belgium,10.0,exceptional,,nice modern house large garden beautiful neighborhood far beach
AppartHotel Belle Vue,United Kingdom,10.0,exceptional,,find hotel brilliant staff excellent apartment lovely clean good space eat restaurant food service excellent aspect new good friend cat thank
Marivaux Hotel,Belgium,8.0,excellent,floor clean Windows dirty clean comfortable,Location excellent value money price pay period year price expensive
Hotel Astoria Gent,Germany,9.0,superb,find mattress soft like,Beautifully serve buffet breakfast noise railway despite location nice staff pretty room
Guest house Heysel Laeken Atomium,United Kingdom,8.3,guest room Brussels,iron borrow stay heatwave have fan room help,lady help suitcase way floor
Hotel Saint Sauveur by WP Hotels,United Kingdom,7.1,good,,
Novotel Gent Centrum,United Kingdom,8.3,good,cheap breakfast,time good
B&B Place Jourdan,Spain,10.0,great,area breakfast small people want breakfast time little bit crowded small table,bed comfortable large room spacious clean breakfast great owner bring fresh bred croissant morning
Pegasus Studioflats Brussels City Aparthotel,France,9.6,exceptional,issue,great location immaculate situate road link transport
Liège Center Sakura,Belgium,9.6,exceptional,super location friendly staff,
Antwerp Harbour Hotel,Belgium,8.0,night business stay,morning breakfast room crowded asian visiter possible find sit place,hotel locate highway free parking area clean silent room Bathroom clean modern inclusive hair dryer
Cottage Moere,Belgium,10.0,exceptional,,eqiuppe decorate relax outdoor area
Le Gîte Du Prieuré,Belgium,9.0,superb,,place cosy charm kitchen need host welcoming easy communicate recommend
Villa Anna,Belgium,10.0,nice stay friend Villa Anna,,big comfortable house nice garden close shop beach
AppartHotel Belle Vue,France,8.0,good,,
Marivaux Hotel,Belgium,8.0,good,gym old instrument work properly big hotel space facility fairly old infrastructure definitely need renovation,nice hotel standard room service
Hotel Astoria Gent,United Kingdom,10.0,exceptional,,great location plenty parking outside congestion zone inclusive mini bar welcome thank
Guest house Heysel Laeken Atomium,France,6.3,real diy house bath tap shower,close metro,like invent bad
Pegasus Studioflats Brussels City Aparthotel,Turkey,9.2,superb,,perfcet
Liège Center Sakura,Germany,8.8,absolutely lovely japanese room minimalistic lot authentic detail,elevator available extremely small,location fantastic right middle great restaurant close lot attraction nice quirky stay enter owner bubble tea shop room elevator emerge japanese style room lovely room minimalistic cute japanese detail like paper door bed raise floor totally love stain window room add nice romantic touch room city view
Antwerp Harbour Hotel,Belgium,8.0,good experience,close city center require bus taxi car drive center,Location close kinepolis movie theatre restaurant available
Cottage Moere,Germany,9.6,exceptional,,enjoyed stay equip cottage spotless clean host friendly helpful sofa bed comfortable kitchen appoint overall perfect stay
Le Gîte Du Prieuré,United Kingdom,10.0,lovely gite old farm building outside Namur,,attractively convert byre original feature eg vault ceiling comfortable bed great shower good cooking facility nearby bus stop travel Namur Christine welcoming give lot idea place eat drink city beer enthusiast sample huge selection Barnabeer Rue de Bruxelles
Villa Anna,Belgium,10.0,exceptional,,nice large bungalow quiet residental area close beach ideal family holiday
AppartHotel Belle Vue,Netherlands,9.0,superb,,
Marivaux Hotel,United Kingdom,8.0,good,,Bed great quiet
Hotel Astoria Gent,Australia,9.6,exceptional,,exceptional service excellent facility super cute room good quality breakfast love hire bike easily day reasonable price
Guest house Heysel Laeken Atomium,Spain,4.6,disappointing,environment feel unsafe go evening bedsheet dark brown instead white concerned bed linen freshly wash contrary online feedback host nice homely see host arrive know kitchen drinking water ask general question instruction pick key clear spend hour roam street look internet access connect host key great place coffee marker instruction use internet strength upstairs poor leave room whatsapp call,presence coffee marker great fill water Coffee replace follow day
